bkID,Title,Maintext,coding,filsts,updated_by
49276,"Self-assembling systems: theory and simulation","<001>Self-assembling systems: theory and simulation\u001e<002>Li-Tang Yan (Editor)\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Yan, Li-Tang (Editor)\u001e<008>\u001e<009>West Sussex\u001e<0010>John Wiley & Sons, Ltd.\u001e<0011>2017\u001e<0012>\u001e<0013>xix, 357 p.\u001e<0014>Illustration, graphs and tables\u001e<0015>25 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781119113140\u001e<0020>Self-assembly (Chemistry).;Colloidal crystals.;Polymers.\u001e<0021>Yan, Li-Tang (Editor)\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>GC-CHE 547.2 S4651 2017\u001e<0026>MLIB00024988\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31103\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>List of Contributors xiii Preface xvii 1 Theoretical Studies and Tailored Computer Simulations in Self-Assembling Systems: A General Aspect 1Zihan Huang and Li-Tang Yan 1.1 Introduction 1 1.2 Emerging Self-Assembling Principles 3 1.2.1 Predictive Science and Rational Design of Complex Building Blocks 3 1.2.2 Entropy-Driven Ordering and Self-Assembly 5 1.2.3 Programmable Self-Assembly 10 1.2.4 Self-Assembling Kinetics: Supracolloidal Reaction 14 Acknowledgments 16 References 16 2 Developing Hybrid ModelingMethods to Simulate Self-Assembly in Polymer Nanocomposites 20Xin Yong, Stephen C. Snow, Olga Kuksenok and Anna C. Balazs 2.1 Introduction 20 2.2 Methodology 21 2.2.1 Dissipative Particle Dynamics 21 2.2.2 Polymer Chains, Gels, and Nanoparticles 22 2.2.3 Radical PolymerizationModel 24 2.3 Results and Discussions 27 2.3.1 Modeling Bulk Polymerization Using FRP and ATRP 27 2.3.2 Modeling Regeneration of Severed Polymer Gels with Interfacially Active Nanorods 32 2.3.3 Modeling the Formation of Polymerâ€“Clay Composite Gels 43 2.4 Conclusions 47 Acknowledgments 48 References 49 3 Theory and Simulation Studies of Self-Assembly of Helical Particles 53Giorgio Cinacchi, Alberta Ferrarini, Elisa Frezza, Achille Giacometti and Hima Bindu Kolli 3.1 Introduction: Why Hard Helices? 53 3.2 Liquid Crystal Phases 55 3.3 Hard Helices: A MinimalModel 56 3.4 Numerical Simulations 57 3.4.1 Monte Carlo in Various Ensembles 57 3.4.1.1 Canonical Monte Carlo simulations (NVTâ€“MC) 59 3.4.1.2 Isothermalâ€“IsobaricMonte Carlo Simulations (NPTâ€“MC) 59 3.4.2 Details on the MC Simulation of Hard Helices 59 3.5 Onsager (Density Functional) Theory 61 3.6 Onsager-LikeTheory for the Cholesteric and Screw-Nematic Phases 64 3.7 Order Parameters and Correlation Functions 67 3.7.1 Nematic Order Parameter âŸ¨P2âŸ© 68 3.7.2 Screw-Like Nematic Order Parameter 68 3.7.3 Smectic Order Parameter 70 3.7.4 Hexatic Order Parameter 70 3.7.5 Parallel and Perpendicular Pair Correlation Functions 71 3.8 The Physical Origin of Cholesteric and Screw-Like Order 73 3.9 The Phase Diagram of Hard Helices 74 3.9.1 The Equation of State 75 3.9.2 Phase Diagrams in the Volume Fractionâ€“Pitch Plane 76 3.9.2.1 Phase Diagram for r = 0.1 77 3.9.2.2 Phase Diagram for r = 0.2 78 3.9.2.3 Phase Diagram for r = 0.4 79 3.10 Helical (Bio)Polymers and Colloidal Particles 79 3.11 Conclusions and Perspectives 81 Acknowledgments 82 References 82 4 Self-Consistent Field Theory of Self-Assembling Multiblock Copolymers 85Weihua Li and An-Chang Shi 4.1 Introduction 85 4.2 Theoretical Framework: Self-Consistent Field Theory of Block Copolymers 88 4.3 Numerical Methods of SCFT 90 4.3.1 Reciprocal-Space Method 90 4.3.2 Real-Space Method 93 4.3.3 Pseudo-SpectralMethod 95 4.3.4 Fourth-Order Pseudo-Spectral Method 98 4.4 Application of SCFT to Multiblock Copolymers 98 4.5 Conclusions and Discussions 104 Acknowledgments 107 References 107 5 Simulation Models of Soft Janus and Patchy Particles 109Zhan-Wei Li, Zhao-Yan Sun and Zhong-Yuan Lu 5.1 Introduction 109 5.2 Soft Janus Particle Models 111 5.2.1 Soft One-Patch Janus Particle Model 111 5.2.2 Soft ABA-Type Triblock Janus Particle Model 113 5.2.3 Soft BAB-Type Triblock Janus Particle Model 114 5.2.4 Integration Algorithm 116 5.3 Soft Patchy Particle Models 117 5.3.1 The Model 117 5.3.2 Integration Algorithm 118 5.4 Physical Meanings of the Simulation Parameters in Our Models 121 5.5 GPU Acceleration 121 5.6 Self-Assembly of Soft Janus and Patchy Particles 122 5.6.1 Self-Assembly of Soft One-Patch Janus Particles 122 5.6.2 The Role of Particle Softness in Self-Assembling Different Supracolloidal Helices 123 5.6.3 Self-Assembly of Soft ABA-Type Triblock Janus Particles 124 5.6.4 Template-Free Fabrication of Two-Dimensional Exotic Nanostructures through the Self-Assembly of Soft BAB-Type Triblock Janus Particles 125 5.6.5 Self-Assembly of Soft Multi-Patch Particles 126 5.7 Conclusions 127 Acknowledgments 128 References 128 6 Molecular Models for Hepatitis B Virus Capsid Formation, Maturation, and Envelopment 134Jehoon Kim and Jianzhong Wu 6.1 Introduction 134 6.2 Molecular Thermodynamics of Capsid Formation 140 6.2.1 Energetics of Viral Assembly 141 6.2.1.1 Rigid Capsids 141 6.2.1.2 Nucleocapsids 144 6.2.2 Thermodynamics of Capsid Formation and Stability 147 6.2.2.1 Stability of CTD-Free Empty Capsids 147 6.2.2.2 Stability of Nucleocapsids 150 6.2.3 Modulation Effects 152 6.2.4 T3/T4 Dimorphism 153 6.3 Electrostatics of Genome Packaging 154 6.3.1 Thermodynamics of RNA Encapsidation 155 6.3.2 The Optimal Genome Size of an HBV Nucleocapsid 157 6.3.3 Charge Balance between Packaged RNA and CTD Tails 157 6.4 Dynamic Structure of HBV Nucleocapsids 159 6.4.1 Structure ofWT and Mutant Nucleocapsids 159 6.4.2 The Location of CTD Residues 161 6.4.3 Implication of the CTD Exposure 165 6.4.4 The Effect of Phosphorylation of Capsid Structure 165 6.5 Capsid Envelopment with Surface Proteins 167 6.6 Summary and Outlook 171 Acknowledgments 173 References 174 7 Simulation Studies of Metalâ€“Ligand Self-Assembly 186Makoto Yoneya 7.1 Introduction 186 7.2 Modeling Metalâ€“Ligand Self-Assembly 187 7.2.1 Modeling Metals, Ligands and their Interactions 187 7.2.2 Modeling Solvents 189 7.2.3 ComputationalMethods 190 7.3 Self-Assembly of Supramolecular Coordination Complex 190 7.3.1 Self-Assembly of M6L8 Spherical Complex 190 7.3.2 Self-Assembly of M12L24 Spherical Complex 194 7.4 Self-Assembly of Metalâ€“Organic Frameworks 198 7.4.1 Self-Assembly of 2D-Like MOF 198 7.4.2 Self-Assembly of 3D-Like MOF 200 7.5 Conclusion and Outlook 203 Acknowledgments 204 References 204 8 Simulations of Cell Uptake of Nanoparticles: Membrane-Mediated Interaction, Internalization Pathways, and Cooperative Effect 208Falin Tian, Tongtao Yue, Ye Li and Xianren Zhang 8.1 Introduction 208 8.2 N-Varied DPD Technique 210 8.2.1 Traditional DPD Method 210 8.2.2 N-Varied DPD Method 210 8.3 The Interaction between NP and Membrane 211 8.3.1 Membrane-Mediated Interaction between NPs 211 8.3.2 Internalization Pathways of the NPs 214 8.3.2.1 NP Properties Affecting the NPâ€“Membrane Interaction 216 8.3.2.2 The Effect of Membrane Properties on NPâ€“Membrane Interaction 221 8.4 Cooperative Effect between NPs during Internalization 222 8.5 Conclusions 226 References 226 9 Theories for PolymerMelts Consisting of Rodâ€“Coil Polymers 230Ying Jiang and Jeff Z. Y. Chen 9.1 Introduction 230 9.1.1 Rodâ€“Coil Polymers and Recent Theoretical Progress 230 9.1.2 Basic Parameters 235 9.1.2.1 Molecular Parameters 235 9.1.2.2 Polymer-Melt Parameters 236 9.1.2.3 Other Parameters 236 9.2 Theoretical Models 237 9.2.1 The Ideal Rodâ€“Coil Diblock Model 237 9.2.1.1 Comments 237 9.2.1.2 Formalism 237 9.2.2 The Lattice Model 240 9.2.2.1 Comments 240 9.2.2.2 Formalism 240 9.2.3 TheWormlikeâ€“wormlike diblock model 242 9.2.3.1 Comments 242 9.2.3.2 Formalism 242 9.2.3.3 Reduction to the Rodâ€“Coil Problem 244 9.2.4 Numerical Algorithms 245 9.2.4.1 Comments 245 9.2.4.2 Lattice Sampling 245 9.2.4.3 Spectral Method 245 9.2.4.4 Pseudo-Spectral Method for GSC Propagator and Finite Difference for Rod Probability 246 9.2.4.5 Single-Chain Mean-Field Calculation 246 9.2.4.6 Finite Difference Method for aWLC Problem 247 9.2.4.7 Combined Finite Difference and Spherical Harmonics Expansion 247 9.2.4.8 Full Spectral Method for aWLC Problem 247 9.2.4.9 PseudospectralMethod for aWLC Problem 248 9.2.4.10 Pseudospectral Backward Differentiation Formula Method for aWLC Problem 248 9.3 Concluding Remarks 250 References 251 10 Theoretical and Simulation Studies of Hierarchical Nanostructures Self-Assembled fromSoft Matter Systems 254Liangshun Zhang and Jiaping Lin 10.1 Introduction 254 10.2 ComputationalModeling and Methods 255 10.2.1 Particle-Based Methods 255 10.2.2 Field-Based Methods 256 10.3 Hierarchical Nanostructures of Block Copolymer Melts 256 10.3.1 Hierarchical Structures Self-Assembled from ABC Terpolymers 257 10.3.2 Hierarchical Patterns Self-Assembled from Multiblock Copolymers 259 10.3.3 Hierarchical Structures Self-Assembled from Supramolecular Polymers 262 10.4 Hierarchical Aggregates of Block Copolymer Solutions 264 10.4.1 Hierarchical Aggregates Self-Assembled from Block Copolymer Solutions 265 10.4.2 Multicompartment Aggregates Self-Assembled from Triblock Terpolymer Solutions 267 10.4.3 Multicompartment Aggregates Self-Assembled from Amphiphilic Copolymer Blends 270 10.4.3.1 Mixtures of Diblock Copolymers 270 10.4.3.2 Blends of Terpolymers and Copolymers 270 10.4.3.3 Blends of Distinct Terpolymers 271 10.4.3.4 Multicomponent Rigid Homopolymer/Rodâ€“Coil Diblock Copolymer Systems 272 10.5 Hierarchically Ordered Nanocomposites Self-Assembled from Organicâ€“Inorganic Systems 272 10.5.1 Hierarchical Self-Assembly of Block Copolymer/Nanoparticle Mixtures 273 10.5.2 Hierarchical Self-Assembly of Polymer/Nanoparticle/Solvent Systems 275 10.6 Conclusions and Perspectives 277 10.6.1 New Theoretical Insights 277 10.6.2 Horizontal MultiscaleModeling 278 10.6.3 Inverse Design Strategy 278 10.6.4 Elementâ€“Structureâ€“Property Relationships 278 Acknowledgments 278 References 279 11 Nucleation in Colloidal Systems: Theory and Simulation 288Ran Ni 11.1 Introduction 288 11.2 Theory of Nucleation 289 11.2.1 Free Energy Barrier 291 11.2.2 Kinetics of Nucleation 293 11.2.3 Equilibrium Distribution of Cluster Sizes 295 11.3 Order Parameter 296 11.4 SimulationMethods for Studying Nucleation 298 11.4.1 Brute Force Molecular Dynamics Simulations 299 11.4.2 Umbrella Sampling 299 11.4.3 Forward Flux Sampling 301 11.5 Crystal Nucleation of Hard Spheres: Debates and Progress 304 11.6 Two-Step Nucleation in Systems of Attractive Colloids 308 11.7 Nucleation of Anisotropic Colloids 310 11.8 Crystal Nucleation in Binary Mixtures 313 11.9 Concluding Remarks and Future Directions 316 Acknowledgments 316 References 316 12 Atomistic and Coarse-Grained Simulation of Liquid Crystals 320Saientan Bag, Suman Saurabh, Yves Lansac and Prabal K. Maiti 12.1 Introduction 320 12.2 Thermotropic Liquid Crystal 321 12.2.1 Fully Atomistic Simulation 321 12.2.2 Coarse-Grained Model 328 12.3 Discotic Liquid Crystals 339 12.4 Chromonic Liquid Crystals 344 12.5 Conclusion and Outlook 347 Acknowledgment 347 References 348 Index 353\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00024988.jpg\u001e","","","geo"
49567,"Enhancing evaluation use: insights from internal evaluation units","<001>Enhancing evaluation use: insights from internal evaluation units\u001e<002>Loud, Marlene Laubli and John Mayne [Editors]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Loud, Marlene Laubli [Editor];Mayne, John [Editor]\u001e<008>\u001e<009>Thousand Oaks, California\u001e<0010>SAGE Publications, Inc.\u001e<0011>2014\u001e<0012>\u001e<0013>vii, 279 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index\u001e<0019>9781452205472\u001e<0020>Evaluation research (Social action program).\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>001.4 E5616 2014\u001e<0026>31142\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>MLIB00031142\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>\r\nPreface - MarlÃ¨ne LÃ¤ubli Loud1. Issues in Enhancing Evaluation Use - John Mayne2. Evaluator, Evaluand, Evaluation Commissioner: A Tricky Triangle - Bastiaan de Laat3. Evaluation Management: Lessons From New Zealand and International Development Evaluation - Penny Hawkins4. Institutionalization and Evaluation Cultureâ€”Interplay Between the One and the Other: Lessons From the Swiss Federal Office of Public Health (FOPH) - MarlÃ¨ne LÃ¤ubli Loud5. Reshaping Evaluation to Enhance Utilization in Scotland: The Role of Intermediary Bodies in Knowledge-to-Action Strategies - Erica Wimbush6. From Discrete Evaluations to a More Holistic Organizational Approach: The Case of the Public Health Agency of Canada - Nancy Porteous and Steve Montague7. Evaluation Use Within the European Commission (EC): Lessons for the Evaluation Commissioner - Bastiaan de Laat and Kevin Williams8. Evaluation Policy and Practice in a Changing Environment: Evolution of the Evaluation Function in the World Health Organization (WHO) - Maria Santamaria, Alan Schnur, and Deepak Thapa9. Building for Utilization: The Case of the International Labour Organization (ILO) - Janet Neubecker, Matthew Ripley, and Craig Russon10. What Can We Learn From Practitioners? Some Thoughts and Take-Home Messages for Internal Evaluation Units - MarlÃ¨ne LÃ¤ubli LoudIndexAbout the EditorsAbout the Contributors\u001e<0034>Written from the insider`s perspective, this text helps organizations become more focused on using evaluation to improve policies, strategies, programming, and delivery of public and communal services\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031142.jpg\u001e","GC-RES","","geo"
49568,"Next steps in supporting people with autistics spectrum conditions","<001>Next steps in supporting people with autistics spectrum conditions\u001e<002>Hatton, Sue and John Simpson\u001e<003>Next steps in supporting people with autistics spectrum conditions: supporting a unit from the level 3 health and social care qualifications\u001e<004>Hatton, Sue\u001e<005>\u001e<006>Simpson, John\u001e<007>Barcham, Lesley [Series editor];Block, Luke [Editor]\u001e<008>\u001e<009>Thousand Oaks, California\u001e<0010>SAGE Publications Ltd\u001e<0011>2012\u001e<0012>\u001e<0013>xi, 132 pages\u001e<0014>illustrations\u001e<0015>27 cm\u001e<0016>\u001e<0017>Bild all about people.\u001e<0018>Includes reference and index.\u001e<0019>9780857257055\u001e<0020>Autistic people--Rehabilitation.;Autistic people--Services for.;Autism spectrum disorders.;Austistic people--Care of.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>362.196 H3665 2012\u001e<0026>31143\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>MLIB00031143\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Understanding the main characteristics of autistics spectrum conditions -- Understanding how an autistics spectrum condition can impact on the life of an individual and those around them -- Understanding different theories and concept about autism -- Understanding the legal and policy framework that underpins good practice -- Understanding how to achieve effective communication with individuals with autistics spectrum conditions -- Understanding how to support individuals with autistics spectrum conditions.\u001e<0034>This books provides comprehensive information on supporting people with autism and can also be used to achieve the level 3 unit - Understand how to support individuals with autistics spectrum conditions.\r\nIf you work people with autistic spectrum conditions and are studying for a health and social care qualification, or you want the right information to help your personal development, then Next steps in supporting people with autistics spectrum condition is for you.\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031143.jpg\u001e","GC-HEA","","geo"
49569,"Enterprise JavaBeans for students","<001>Enterprise JavaBeans for students\u001e<002>Poo, Danny\u001e<003>\u001e<004>Poo, Danny\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Singapore\u001e<0010>Cengage Learning Asia Pte Ltd\u001e<0011>2014\u001e<0012>\u001e<0013>xv, 332 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm\u001e<0016>\u001e<0017>\u001e<0018>\u001e<0019>9789814524643\u001e<0020>Java (Computer Program Language).: JavaBeans.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>003.3 P821 2014\u001e<0026>31141\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>MLIB00031141\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1: Introduction -- Chapter 2: Distributed Computing -- Chapter 3: RMII-IIOP -- Chapter 4: Enterprise JavaBeans -- Chapter 5: Sessions Beans -- Chapter 6: Persistence Management -- Chapter 7: Implementing Business Object Persistence -- Chapter 8: Transactions -- Chapter 9: Entity Relationships -- Chapter 10: Web-based Clients -- Chapter 11: Java Message Service -- Chapter 12: Message-Driven Beans -- Appendix A: Enterprise Application Development Process Specifics 1 -- Appendix B: Enterprise Application Development Process Specifics 2 -- Appendix C: Web-based Applications and Message-Driven Beans Deployment Specifics -- Appendix D: Create, Deploy and Run the Web-based SecondBankWEB Application\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031141.jpg\u001e","GC-COM","","geo"
49901,"Climate change and the people`s health","<001>Climate change and the people`s health\u001e<002>Sharon Friel\u001e<003>\u001e<004>Friel, Sharon\u001e<005>\u001e<006>\u001e<007>Krieger, Nancy [Editor].\u001e<008>\u001e<009>United States of America\u001e<0010>Oxford University Press\u001e<0011>2019\u001e<0012>\u001e<0013>xxxviii, 188 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>18 cm.\u001e<0016>\u001e<0017>Small books, big ideas in population health\u001e<0018>Includes references and index.\u001e<0019>9780190492731\u001e<0020>Climate change.;Population health.;Social determinants of health.;Health status disparties.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>362.1 F9117 2019\u001e<0026>MLIB00031749\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31749\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Climate Change, Global Justice, and Health Inequities -- 2. It`s a Consumptagenic Worls: Producing Climate Change, Exacerbating Health Inequities -- 3. Challenges and Future Prospects\u001e<0034>Climate change and social inequity are both sprawling, insidious forces that threaten populations around the world. It`s time we start talking about them together. Climate Change and the People`s Health offers a brave and ambitious new framework for understanding how our planet`s two greatest existential threats comingle, complement, and amplify one another -- and what can be done to mitigate future harm\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031749.jpg\u001e","DC-DIS","","geo"
49916,"Basic biology","<001>Basic biology\u001e<002>Khushboo Chaudhary and Pankaj Kumar Saraswat\u001e<003>\u001e<004>Chaudhary, Khushboo\u001e<005>\u001e<006>Saraswat, Pankaj Kumar\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Delve Publishing\u001e<0011>2023\u001e<0012>\u001e<0013>ix, 289 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>23 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781774695142\u001e<0020>Life science.;Biology.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>570 C4964 2023\u001e<0026>MLIB00031476\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31476\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1: Basic Biochemistry -- Chapter 2: Enzymology -- Chapter 3: Cell Biology -- Chapter 4: Molecular Biology -- Techniques in Biochemistry and Molecular Biology -- References -- Index\u001e<0034>As a field of science, biology helps us understand the living world and the ways itâ€™s many species function, evolve, and interact. Advances in medicine, agriculture, biotechnology, and many other areas of biology have brought improvements in the quality of life. The goal of this book is to assist students to understand the concepts of the field.\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031476.jpg\u001e","GC-BIO","","geo"
49921,"Fertilizers and manures: application, benefits and harmful effects","<001>Fertilizers and manures: application, benefits and harmful effects\u001e<002>Indu Sharma [Editor]\u001e<003>\u001e<004>\u001e<005>\u001e<006>\u001e<007>Sharma, Indu [Editor].\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publications\u001e<0011>2020\u001e<0012>\u001e<0013>vi, 290 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789352694693\u001e<0020>Fertilizers, Effects of.;Manures, Effects of.;Soil quality.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>631.86 F411 2020\u001e<0026>MLIB00031490\u001e<0027>English\u001e<0028>Agri-Science Section\u001e<0029>31490\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Preface -- 1: Introduction -- 2: Sources and Benefits of Fertilizer -- 3: Nutrient Composition of Manure and Compost -- 4: Benefits of Mineral Fertilizer and Production -- 5: Organic Nitrogenous Fertilizers -- 6: Application of Manure on Frozen Soil -- 7: Manures and Chemical Fertilizers -- 8: Nutrition Benefits of Soil Fertility and Soil Organisms -- 9: Principles of Manuring -- Bibliography -- Index\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031490.jpg\u001e","GC-SOI","","geo"
49923,"The significance of machinery in agriculture","<001>The significance of machinery in agriculture\u001e<002>Ajay Singh\u001e<003>\u001e<004>Singh, Ajay\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publication LLP\u001e<0011>2023\u001e<0012>First edition.\u001e<0013>x, 296 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789394137080\u001e<0020>Agricultural machinery.;Agricultural innovations.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>631.3 S61735 2023\u001e<0026>MLIB00031475\u001e<0027>English\u001e<0028>Agri-Science Section\u001e<0029>31475\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Preface -- 1. Agricultural Machinery -- 2. Modern Developments in Machinery -- 3. Machine and Tractor Station -- 4. Farm Tractor Design, Power and Transmission -- 5. Harvesters -- 6. Pipe and Cable-laying Plough -- 7. Photoanalysis in Agriculture -- Bibliography -- Index\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031475.jpg\u001e","GC-FME","","geo"
49924,"Introduction to food engineering","<001>Introduction to food engineering\u001e<002>Molly Drake\u001e<003>\u001e<004>Drake, Molly\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New York\u001e<0010>Syrawood Publishing House\u001e<0011>2023\u001e<0012>\u001e<0013>viii, 227 pages.\u001e<0014>Illustrations, figures and tables.\u001e<0015>25 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes index.\u001e<0019>978647403317\u001e<0020>Food industry and trade.;Food engineers.;Food--Biotechnology.;Agricultural engineering.;Food.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>664 D761 2023\u001e<0026>MLIB00031729\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31729\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter1: What is Food Engineering? -- Chapter 2: Food Preservation -- Chapter 3: High Pressure Processing of Food -- Chapter 4: Food Freezing -- Chapter 5: Food Safety and Packaging -- Chapter 6: Processing of Common Food\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031729.jpg\u001e","GC-FDS","","geo"
49925,"Taxonomy of vascular plants","<001>Taxonomy of vascular plants\u001e<002>Bibhuti Dutta Singh\u001e<003>\u001e<004>Singh, Bibhuti Dutta\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>New Delhi, India\u001e<0010>Random Publication\u001e<0011>2023\u001e<0012>\u001e<0013>ix, 254 pages\u001e<0014>Illustrations, figures and tables.\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes bibliography and index.\u001e<0019>9789394137776\u001e<0020>Plants--Classifications.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>580.12 S61735 2023\u001e<0026>MLIB00031482\u001e<0027>English\u001e<0028>Circulation Section\u001e<0029>31482\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>1. Introduction -- 2. Famous vascular plants -- 3. Important kinds of vascular plants -- 4. Types of vascular plants -- 5. Importance of vascular plants.\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031482.jpg\u001e","GC-PLA","","geo"
49926,"Remote sensing for natural ecosystems, agriculture, and hydrology","<001>Remote sensing for natural ecosystems, agriculture, and hydrology\u001e<002>Solange Uwera\u001e<003>\u001e<004>Uwera, Solange\u001e<005>\u001e<006>\u001e<007>\u001e<008>\u001e<009>Ontario, Canada\u001e<0010>Delve Publishing\u001e<0011>2022\u001e<0012>\u001e<0013>x, 231 pages.\u001e<0014>Illustrations, figures and tables (colored).\u001e<0015>24 cm.\u001e<0016>\u001e<0017>\u001e<0018>Includes references and index.\u001e<0019>9781774690376\u001e<0020>Agriculture--Remote sensing.;Forest and forestry--Remote sensing.;Hydrology.;Natural ecosystems--Remote sensing.\u001e<0021>\u001e<0022>\u001e<0023>\u001e<0024>CIR;\u001e<0025>630.20285 U95 2022\u001e<0026>MLIB00031474\u001e<0027>English\u001e<0028>Reserve Section\u001e<0029>31474\u001e<0030>1\u001e<0031>1\u001e<0032>0\u001e<0033>Chapter 1: Remote Sensing -- Chapter 2: The Use of GIS to Map and Assess Ecosystem Services -- Chapter 3: Satellite-Based Remote Sensing for Measuring the Earth`s Natural Capital and Ecosystem Services -- Chapter 4: Remote Sensing in Forest Ecology and Management -- Chapter 5: Agricultural Sensors and their Advantages -- Chapter 6: Use of Remote Sensing in Irrigation Monitoring and Management -- Chapter 7: The Use of Remote Sensing to Observe a Variety of Agricultural Factors That Aid in Planting and Harvesting Seasons -- Chapter 8: The Use of Remote Sensing To Predict the Expected Crop Yield -- Chapter 9: Remote Sensing Technology Helps to Determine the Extent Crop Nutrients Deficiency -- Chapter 10: Remote Sensing Applications in Hydrology that Are Being Used Today -- References -- Index\u001e<0034>\u001e<0035>\u001e<0036>0\u001e<0037>\u001e<0038>\u001e<0039>Text\u001e<0040>Unmediated\u001e<0041>Volume\u001e<0042>MLIB00031474.jpg\u001e","GC-GEG","","geo"
